areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage
E92000001,England,nation,2021-07-18,18_24,5239106.0,898833.0,7084.0,3056969.0,9938.0,898833.0,7084.0,58.4,17.2,17.2
E92000001,England,nation,2021-07-18,25_29,4445676.0,966269.0,9040.0,2616854.0,5025.0,966269.0,9040.0,58.9,21.7,21.7
E92000001,England,nation,2021-07-18,30_34,4750601.0,1311832.0,15264.0,2981230.0,3705.0,1311832.0,15264.0,62.8,27.6,27.6
E92000001,England,nation,2021-07-18,35_39,4509821.0,1781468.0,33312.0,3079427.0,2352.0,1781468.0,33312.0,68.3,39.5,39.5
E92000001,England,nation,2021-07-18,40_44,4124284.0,2414045.0,20969.0,3086149.0,1325.0,2414045.0,20969.0,74.8,58.5,58.5
E92000001,England,nation,2021-07-18,45_49,3999143.0,2846067.0,11487.0,3234745.0,919.0,2846067.0,11487.0,80.9,71.2,71.2
E92000001,England,nation,2021-07-18,50_54,4225573.0,3445092.0,1581.0,3625920.0,500.0,3445092.0,1581.0,85.8,81.5,81.5
E92000001,England,nation,2021-07-18,55_59,4076715.0,3451358.0,1055.0,3602425.0,355.0,3451358.0,1055.0,88.4,84.7,84.7
E92000001,England,nation,2021-07-18,60_64,3450161.0,3011855.0,533.0,3115106.0,206.0,3011855.0,533.0,90.3,87.3,87.3
E92000001,England,nation,2021-07-18,65_69,2890078.0,2612280.0,256.0,2665853.0,107.0,2612280.0,256.0,92.2,90.4,90.4
E92000001,England,nation,2021-07-18,70_74,2871389.0,2673598.0,121.0,2711801.0,52.0,2673598.0,121.0,94.4,93.1,93.1
E92000001,England,nation,2021-07-18,75_79,2076982.0,1956163.0,61.0,1982376.0,25.0,1956163.0,61.0,95.5,94.2,94.2
E92000001,England,nation,2021-07-18,80_84,1436398.0,1346204.0,25.0,1372339.0,11.0,1346204.0,25.0,95.5,93.7,93.7
E92000001,England,nation,2021-07-18,85_89,867619.0,810718.0,21.0,828965.0,4.0,810718.0,21.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-18,90+,485460.0,444454.0,17.0,456232.0,2.0,444454.0,17.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-17,18_24,5239106.0,891749.0,12172.0,3047031.0,22453.0,891749.0,12172.0,58.2,17.0,17.0
E92000001,England,nation,2021-07-17,25_29,4445676.0,957229.0,13561.0,2611829.0,11199.0,957229.0,13561.0,58.8,21.5,21.5
E92000001,England,nation,2021-07-17,30_34,4750601.0,1296568.0,30409.0,2977525.0,7878.0,1296568.0,30409.0,62.7,27.3,27.3
E92000001,England,nation,2021-07-17,35_39,4509821.0,1748156.0,64959.0,3077075.0,5300.0,1748156.0,64959.0,68.2,38.8,38.8
E92000001,England,nation,2021-07-17,40_44,4124284.0,2393076.0,40367.0,3084824.0,2914.0,2393076.0,40367.0,74.8,58.0,58.0
E92000001,England,nation,2021-07-17,45_49,3999143.0,2834580.0,23312.0,3233826.0,2090.0,2834580.0,23312.0,80.9,70.9,70.9
E92000001,England,nation,2021-07-17,50_54,4225573.0,3443511.0,3568.0,3625420.0,1278.0,3443511.0,3568.0,85.8,81.5,81.5
E92000001,England,nation,2021-07-17,55_59,4076715.0,3450303.0,2313.0,3602070.0,903.0,3450303.0,2313.0,88.4,84.6,84.6
E92000001,England,nation,2021-07-17,60_64,3450161.0,3011322.0,1216.0,3114900.0,495.0,3011322.0,1216.0,90.3,87.3,87.3
E92000001,England,nation,2021-07-17,65_69,2890078.0,2612024.0,624.0,2665746.0,259.0,2612024.0,624.0,92.2,90.4,90.4
E92000001,England,nation,2021-07-17,70_74,2871389.0,2673477.0,342.0,2711749.0,146.0,2673477.0,342.0,94.4,93.1,93.1
E92000001,England,nation,2021-07-17,75_79,2076982.0,1956102.0,169.0,1982351.0,69.0,1956102.0,169.0,95.4,94.2,94.2
E92000001,England,nation,2021-07-17,80_84,1436398.0,1346179.0,74.0,1372328.0,54.0,1346179.0,74.0,95.5,93.7,93.7
E92000001,England,nation,2021-07-17,85_89,867619.0,810697.0,42.0,828961.0,28.0,810697.0,42.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-17,90+,485460.0,444437.0,33.0,456230.0,11.0,444437.0,33.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-16,18_24,5239106.0,879577.0,8640.0,3024578.0,18049.0,879577.0,8640.0,57.7,16.8,16.8
E92000001,England,nation,2021-07-16,25_29,4445676.0,943668.0,11548.0,2600630.0,9429.0,943668.0,11548.0,58.5,21.2,21.2
E92000001,England,nation,2021-07-16,30_34,4750601.0,1266159.0,21538.0,2969647.0,6977.0,1266159.0,21538.0,62.5,26.6,26.6
E92000001,England,nation,2021-07-16,35_39,4509821.0,1683197.0,50603.0,3071775.0,4686.0,1683197.0,50603.0,68.1,37.3,37.3
E92000001,England,nation,2021-07-16,40_44,4124284.0,2352709.0,35926.0,3081910.0,2501.0,2352709.0,35926.0,74.7,57.0,57.0
E92000001,England,nation,2021-07-16,45_49,3999143.0,2811268.0,22277.0,3231736.0,1512.0,2811268.0,22277.0,80.8,70.3,70.3
E92000001,England,nation,2021-07-16,50_54,4225573.0,3439943.0,3035.0,3624142.0,971.0,3439943.0,3035.0,85.8,81.4,81.4
E92000001,England,nation,2021-07-16,55_59,4076715.0,3447990.0,2040.0,3601167.0,632.0,3447990.0,2040.0,88.3,84.6,84.6
E92000001,England,nation,2021-07-16,60_64,3450161.0,3010106.0,1108.0,3114405.0,369.0,3010106.0,1108.0,90.3,87.2,87.2
E92000001,England,nation,2021-07-16,65_69,2890078.0,2611400.0,563.0,2665487.0,196.0,2611400.0,563.0,92.2,90.4,90.4
E92000001,England,nation,2021-07-16,70_74,2871389.0,2673135.0,285.0,2711603.0,109.0,2673135.0,285.0,94.4,93.1,93.1
E92000001,England,nation,2021-07-16,75_79,2076982.0,1955933.0,157.0,1982282.0,77.0,1955933.0,157.0,95.4,94.2,94.2
E92000001,England,nation,2021-07-16,80_84,1436398.0,1346105.0,118.0,1372274.0,43.0,1346105.0,118.0,95.5,93.7,93.7
E92000001,England,nation,2021-07-16,85_89,867619.0,810655.0,70.0,828933.0,23.0,810655.0,70.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-16,90+,485460.0,444404.0,40.0,456219.0,9.0,444404.0,40.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-15,18_24,5239106.0,870937.0,10405.0,3006529.0,20430.0,870937.0,10405.0,57.4,16.6,16.6
E92000001,England,nation,2021-07-15,25_29,4445676.0,932120.0,11694.0,2591201.0,10054.0,932120.0,11694.0,58.3,21.0,21.0
E92000001,England,nation,2021-07-15,30_34,4750601.0,1244621.0,23096.0,2962670.0,6879.0,1244621.0,23096.0,62.4,26.2,26.2
E92000001,England,nation,2021-07-15,35_39,4509821.0,1632594.0,54909.0,3067089.0,4640.0,1632594.0,54909.0,68.0,36.2,36.2
E92000001,England,nation,2021-07-15,40_44,4124284.0,2316783.0,36036.0,3079409.0,2436.0,2316783.0,36036.0,74.7,56.2,56.2
E92000001,England,nation,2021-07-15,45_49,3999143.0,2788991.0,20668.0,3230224.0,1585.0,2788991.0,20668.0,80.8,69.7,69.7
E92000001,England,nation,2021-07-15,50_54,4225573.0,3436908.0,3121.0,3623171.0,959.0,3436908.0,3121.0,85.7,81.3,81.3
E92000001,England,nation,2021-07-15,55_59,4076715.0,3445950.0,2078.0,3600535.0,721.0,3445950.0,2078.0,88.3,84.5,84.5
E92000001,England,nation,2021-07-15,60_64,3450161.0,3008998.0,1263.0,3114036.0,417.0,3008998.0,1263.0,90.3,87.2,87.2
E92000001,England,nation,2021-07-15,65_69,2890078.0,2610837.0,705.0,2665291.0,230.0,2610837.0,705.0,92.2,90.3,90.3
E92000001,England,nation,2021-07-15,70_74,2871389.0,2672850.0,326.0,2711494.0,126.0,2672850.0,326.0,94.4,93.1,93.1
E92000001,England,nation,2021-07-15,75_79,2076982.0,1955776.0,217.0,1982205.0,69.0,1955776.0,217.0,95.4,94.2,94.2
E92000001,England,nation,2021-07-15,80_84,1436398.0,1345987.0,145.0,1372231.0,46.0,1345987.0,145.0,95.5,93.7,93.7
E92000001,England,nation,2021-07-15,85_89,867619.0,810585.0,107.0,828910.0,19.0,810585.0,107.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-15,90+,485460.0,444364.0,60.0,456210.0,15.0,444364.0,60.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-14,18_24,5239106.0,860532.0,8796.0,2986099.0,20440.0,860532.0,8796.0,57.0,16.4,16.4
E92000001,England,nation,2021-07-14,25_29,4445676.0,920426.0,11736.0,2581147.0,9555.0,920426.0,11736.0,58.1,20.7,20.7
E92000001,England,nation,2021-07-14,30_34,4750601.0,1221525.0,18784.0,2955791.0,5967.0,1221525.0,18784.0,62.2,25.7,25.7
E92000001,England,nation,2021-07-14,35_39,4509821.0,1577685.0,43122.0,3062449.0,3996.0,1577685.0,43122.0,67.9,35.0,35.0
E92000001,England,nation,2021-07-14,40_44,4124284.0,2280747.0,33433.0,3076973.0,2078.0,2280747.0,33433.0,74.6,55.3,55.3
E92000001,England,nation,2021-07-14,45_49,3999143.0,2768323.0,20889.0,3228639.0,1382.0,2768323.0,20889.0,80.7,69.2,69.2
E92000001,England,nation,2021-07-14,50_54,4225573.0,3433787.0,2938.0,3622212.0,912.0,3433787.0,2938.0,85.7,81.3,81.3
E92000001,England,nation,2021-07-14,55_59,4076715.0,3443872.0,2004.0,3599814.0,583.0,3443872.0,2004.0,88.3,84.5,84.5
E92000001,England,nation,2021-07-14,60_64,3450161.0,3007735.0,1101.0,3113619.0,357.0,3007735.0,1101.0,90.2,87.2,87.2
E92000001,England,nation,2021-07-14,65_69,2890078.0,2610132.0,675.0,2665061.0,191.0,2610132.0,675.0,92.2,90.3,90.3
E92000001,England,nation,2021-07-14,70_74,2871389.0,2672524.0,333.0,2711368.0,130.0,2672524.0,333.0,94.4,93.1,93.1
E92000001,England,nation,2021-07-14,75_79,2076982.0,1955559.0,231.0,1982136.0,69.0,1955559.0,231.0,95.4,94.2,94.2
E92000001,England,nation,2021-07-14,80_84,1436398.0,1345842.0,134.0,1372185.0,32.0,1345842.0,134.0,95.5,93.7,93.7
E92000001,England,nation,2021-07-14,85_89,867619.0,810478.0,79.0,828891.0,17.0,810478.0,79.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-14,90+,485460.0,444304.0,58.0,456195.0,13.0,444304.0,58.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-13,18_24,5239106.0,851736.0,6625.0,2965659.0,19741.0,851736.0,6625.0,56.6,16.3,16.3
E92000001,England,nation,2021-07-13,25_29,4445676.0,908690.0,9129.0,2571592.0,9421.0,908690.0,9129.0,57.8,20.4,20.4
E92000001,England,nation,2021-07-13,30_34,4750601.0,1202741.0,15629.0,2949824.0,5751.0,1202741.0,15629.0,62.1,25.3,25.3
E92000001,England,nation,2021-07-13,35_39,4509821.0,1534563.0,32412.0,3058453.0,3776.0,1534563.0,32412.0,67.8,34.0,34.0
E92000001,England,nation,2021-07-13,40_44,4124284.0,2247314.0,30044.0,3074895.0,2022.0,2247314.0,30044.0,74.6,54.5,54.5
E92000001,England,nation,2021-07-13,45_49,3999143.0,2747434.0,20459.0,3227257.0,1314.0,2747434.0,20459.0,80.7,68.7,68.7
E92000001,England,nation,2021-07-13,50_54,4225573.0,3430849.0,2623.0,3621300.0,763.0,3430849.0,2623.0,85.7,81.2,81.2
E92000001,England,nation,2021-07-13,55_59,4076715.0,3441868.0,1788.0,3599231.0,509.0,3441868.0,1788.0,88.3,84.4,84.4
E92000001,England,nation,2021-07-13,60_64,3450161.0,3006634.0,997.0,3113262.0,323.0,3006634.0,997.0,90.2,87.1,87.1
E92000001,England,nation,2021-07-13,65_69,2890078.0,2609457.0,529.0,2664870.0,180.0,2609457.0,529.0,92.2,90.3,90.3
E92000001,England,nation,2021-07-13,70_74,2871389.0,2672191.0,304.0,2711238.0,99.0,2672191.0,304.0,94.4,93.1,93.1
E92000001,England,nation,2021-07-13,75_79,2076982.0,1955328.0,179.0,1982067.0,62.0,1955328.0,179.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-13,80_84,1436398.0,1345708.0,92.0,1372153.0,32.0,1345708.0,92.0,95.5,93.7,93.7
E92000001,England,nation,2021-07-13,85_89,867619.0,810399.0,73.0,828874.0,16.0,810399.0,73.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-13,90+,485460.0,444246.0,62.0,456182.0,4.0,444246.0,62.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-12,18_24,5239106.0,845111.0,3671.0,2945918.0,17215.0,845111.0,3671.0,56.2,16.1,16.1
E92000001,England,nation,2021-07-12,25_29,4445676.0,899561.0,4611.0,2562171.0,7920.0,899561.0,4611.0,57.6,20.2,20.2
E92000001,England,nation,2021-07-12,30_34,4750601.0,1187112.0,7544.0,2944073.0,4641.0,1187112.0,7544.0,62.0,25.0,25.0
E92000001,England,nation,2021-07-12,35_39,4509821.0,1502151.0,19277.0,3054677.0,3039.0,1502151.0,19277.0,67.7,33.3,33.3
E92000001,England,nation,2021-07-12,40_44,4124284.0,2217270.0,28272.0,3072873.0,1530.0,2217270.0,28272.0,74.5,53.8,53.8
E92000001,England,nation,2021-07-12,45_49,3999143.0,2726975.0,23352.0,3225943.0,1108.0,2726975.0,23352.0,80.7,68.2,68.2
E92000001,England,nation,2021-07-12,50_54,4225573.0,3428226.0,2340.0,3620537.0,635.0,3428226.0,2340.0,85.7,81.1,81.1
E92000001,England,nation,2021-07-12,55_59,4076715.0,3440080.0,1517.0,3598722.0,416.0,3440080.0,1517.0,88.3,84.4,84.4
E92000001,England,nation,2021-07-12,60_64,3450161.0,3005637.0,842.0,3112939.0,206.0,3005637.0,842.0,90.2,87.1,87.1
E92000001,England,nation,2021-07-12,65_69,2890078.0,2608928.0,426.0,2664690.0,143.0,2608928.0,426.0,92.2,90.3,90.3
E92000001,England,nation,2021-07-12,70_74,2871389.0,2671887.0,204.0,2711139.0,63.0,2671887.0,204.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-12,75_79,2076982.0,1955149.0,156.0,1982005.0,35.0,1955149.0,156.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-12,80_84,1436398.0,1345616.0,91.0,1372121.0,33.0,1345616.0,91.0,95.5,93.7,93.7
E92000001,England,nation,2021-07-12,85_89,867619.0,810326.0,47.0,828858.0,13.0,810326.0,47.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-12,90+,485460.0,444184.0,30.0,456178.0,4.0,444184.0,30.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-11,18_24,5239106.0,841440.0,3652.0,2928703.0,13973.0,841440.0,3652.0,55.9,16.1,16.1
E92000001,England,nation,2021-07-11,25_29,4445676.0,894950.0,4683.0,2554251.0,6487.0,894950.0,4683.0,57.5,20.1,20.1
E92000001,England,nation,2021-07-11,30_34,4750601.0,1179568.0,7446.0,2939432.0,4196.0,1179568.0,7446.0,61.9,24.8,24.8
E92000001,England,nation,2021-07-11,35_39,4509821.0,1482874.0,17191.0,3051638.0,2729.0,1482874.0,17191.0,67.7,32.9,32.9
E92000001,England,nation,2021-07-11,40_44,4124284.0,2188998.0,22880.0,3071343.0,1501.0,2188998.0,22880.0,74.5,53.1,53.1
E92000001,England,nation,2021-07-11,45_49,3999143.0,2703623.0,21200.0,3224835.0,1089.0,2703623.0,21200.0,80.6,67.6,67.6
E92000001,England,nation,2021-07-11,50_54,4225573.0,3425886.0,1983.0,3619902.0,599.0,3425886.0,1983.0,85.7,81.1,81.1
E92000001,England,nation,2021-07-11,55_59,4076715.0,3438563.0,1216.0,3598306.0,411.0,3438563.0,1216.0,88.3,84.3,84.3
E92000001,England,nation,2021-07-11,60_64,3450161.0,3004795.0,618.0,3112733.0,233.0,3004795.0,618.0,90.2,87.1,87.1
E92000001,England,nation,2021-07-11,65_69,2890078.0,2608502.0,277.0,2664547.0,113.0,2608502.0,277.0,92.2,90.3,90.3
E92000001,England,nation,2021-07-11,70_74,2871389.0,2671683.0,133.0,2711076.0,55.0,2671683.0,133.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-11,75_79,2076982.0,1954993.0,66.0,1981970.0,28.0,1954993.0,66.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-11,80_84,1436398.0,1345525.0,48.0,1372088.0,18.0,1345525.0,48.0,95.5,93.7,93.7
E92000001,England,nation,2021-07-11,85_89,867619.0,810279.0,25.0,828845.0,9.0,810279.0,25.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-11,90+,485460.0,444154.0,10.0,456174.0,1.0,444154.0,10.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-10,18_24,5239106.0,837788.0,8566.0,2914730.0,36448.0,837788.0,8566.0,55.6,16.0,16.0
E92000001,England,nation,2021-07-10,25_29,4445676.0,890267.0,10774.0,2547764.0,16093.0,890267.0,10774.0,57.3,20.0,20.0
E92000001,England,nation,2021-07-10,30_34,4750601.0,1172122.0,20280.0,2935236.0,9847.0,1172122.0,20280.0,61.8,24.7,24.7
E92000001,England,nation,2021-07-10,35_39,4509821.0,1465683.0,42484.0,3048909.0,6421.0,1465683.0,42484.0,67.6,32.5,32.5
E92000001,England,nation,2021-07-10,40_44,4124284.0,2166118.0,46184.0,3069842.0,3473.0,2166118.0,46184.0,74.4,52.5,52.5
E92000001,England,nation,2021-07-10,45_49,3999143.0,2682423.0,38422.0,3223746.0,2448.0,2682423.0,38422.0,80.6,67.1,67.1
E92000001,England,nation,2021-07-10,50_54,4225573.0,3423903.0,4572.0,3619303.0,1542.0,3423903.0,4572.0,85.7,81.0,81.0
E92000001,England,nation,2021-07-10,55_59,4076715.0,3437347.0,2918.0,3597895.0,907.0,3437347.0,2918.0,88.2,84.3,84.3
E92000001,England,nation,2021-07-10,60_64,3450161.0,3004177.0,1516.0,3112500.0,495.0,3004177.0,1516.0,90.2,87.1,87.1
E92000001,England,nation,2021-07-10,65_69,2890078.0,2608225.0,705.0,2664434.0,273.0,2608225.0,705.0,92.2,90.2,90.2
E92000001,England,nation,2021-07-10,70_74,2871389.0,2671550.0,350.0,2711021.0,168.0,2671550.0,350.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-10,75_79,2076982.0,1954927.0,203.0,1981942.0,80.0,1954927.0,203.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-10,80_84,1436398.0,1345477.0,114.0,1372070.0,51.0,1345477.0,114.0,95.5,93.7,93.7
E92000001,England,nation,2021-07-10,85_89,867619.0,810254.0,62.0,828836.0,27.0,810254.0,62.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-10,90+,485460.0,444144.0,28.0,456173.0,14.0,444144.0,28.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-09,18_24,5239106.0,829222.0,6317.0,2878282.0,36005.0,829222.0,6317.0,54.9,15.8,15.8
E92000001,England,nation,2021-07-09,25_29,4445676.0,879493.0,8917.0,2531671.0,14949.0,879493.0,8917.0,57.0,19.8,19.8
E92000001,England,nation,2021-07-09,30_34,4750601.0,1151842.0,14185.0,2925389.0,8810.0,1151842.0,14185.0,61.6,24.2,24.2
E92000001,England,nation,2021-07-09,35_39,4509821.0,1423199.0,28823.0,3042488.0,5990.0,1423199.0,28823.0,67.5,31.6,31.6
E92000001,England,nation,2021-07-09,40_44,4124284.0,2119934.0,40383.0,3066369.0,3079.0,2119934.0,40383.0,74.3,51.4,51.4
E92000001,England,nation,2021-07-09,45_49,3999143.0,2644001.0,35269.0,3221298.0,2044.0,2644001.0,35269.0,80.5,66.1,66.1
E92000001,England,nation,2021-07-09,50_54,4225573.0,3419331.0,3904.0,3617761.0,1143.0,3419331.0,3904.0,85.6,80.9,80.9
E92000001,England,nation,2021-07-09,55_59,4076715.0,3434429.0,2424.0,3596988.0,760.0,3434429.0,2424.0,88.2,84.2,84.2
E92000001,England,nation,2021-07-09,60_64,3450161.0,3002661.0,1339.0,3112005.0,473.0,3002661.0,1339.0,90.2,87.0,87.0
E92000001,England,nation,2021-07-09,65_69,2890078.0,2607520.0,656.0,2664161.0,243.0,2607520.0,656.0,92.2,90.2,90.2
E92000001,England,nation,2021-07-09,70_74,2871389.0,2671200.0,334.0,2710853.0,147.0,2671200.0,334.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-09,75_79,2076982.0,1954724.0,224.0,1981862.0,96.0,1954724.0,224.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-09,80_84,1436398.0,1345363.0,141.0,1372019.0,47.0,1345363.0,141.0,95.5,93.7,93.7
E92000001,England,nation,2021-07-09,85_89,867619.0,810192.0,104.0,828809.0,18.0,810192.0,104.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-09,90+,485460.0,444116.0,53.0,456159.0,18.0,444116.0,53.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-08,18_24,5239106.0,822905.0,5918.0,2842277.0,41768.0,822905.0,5918.0,54.2,15.7,15.7
E92000001,England,nation,2021-07-08,25_29,4445676.0,870576.0,7715.0,2516722.0,14241.0,870576.0,7715.0,56.6,19.6,19.6
E92000001,England,nation,2021-07-08,30_34,4750601.0,1137657.0,13825.0,2916579.0,8373.0,1137657.0,13825.0,61.4,23.9,23.9
E92000001,England,nation,2021-07-08,35_39,4509821.0,1394376.0,27682.0,3036498.0,5679.0,1394376.0,27682.0,67.3,30.9,30.9
E92000001,England,nation,2021-07-08,40_44,4124284.0,2079551.0,39507.0,3063290.0,2875.0,2079551.0,39507.0,74.3,50.4,50.4
E92000001,England,nation,2021-07-08,45_49,3999143.0,2608732.0,30834.0,3219254.0,1853.0,2608732.0,30834.0,80.5,65.2,65.2
E92000001,England,nation,2021-07-08,50_54,4225573.0,3415427.0,3576.0,3616618.0,1113.0,3415427.0,3576.0,85.6,80.8,80.8
E92000001,England,nation,2021-07-08,55_59,4076715.0,3432005.0,2416.0,3596228.0,749.0,3432005.0,2416.0,88.2,84.2,84.2
E92000001,England,nation,2021-07-08,60_64,3450161.0,3001322.0,1378.0,3111532.0,426.0,3001322.0,1378.0,90.2,87.0,87.0
E92000001,England,nation,2021-07-08,65_69,2890078.0,2606864.0,720.0,2663918.0,281.0,2606864.0,720.0,92.2,90.2,90.2
E92000001,England,nation,2021-07-08,70_74,2871389.0,2670866.0,369.0,2710706.0,167.0,2670866.0,369.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-08,75_79,2076982.0,1954500.0,262.0,1981766.0,69.0,1954500.0,262.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-08,80_84,1436398.0,1345222.0,166.0,1371972.0,34.0,1345222.0,166.0,95.5,93.7,93.7
E92000001,England,nation,2021-07-08,85_89,867619.0,810088.0,105.0,828791.0,36.0,810088.0,105.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-08,90+,485460.0,444063.0,86.0,456141.0,12.0,444063.0,86.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-07,18_24,5239106.0,816987.0,4993.0,2800509.0,36367.0,816987.0,4993.0,53.5,15.6,15.6
E92000001,England,nation,2021-07-07,25_29,4445676.0,862861.0,7147.0,2502481.0,12850.0,862861.0,7147.0,56.3,19.4,19.4
E92000001,England,nation,2021-07-07,30_34,4750601.0,1123832.0,13385.0,2908206.0,7613.0,1123832.0,13385.0,61.2,23.7,23.7
E92000001,England,nation,2021-07-07,35_39,4509821.0,1366694.0,24995.0,3030819.0,4871.0,1366694.0,24995.0,67.2,30.3,30.3
E92000001,England,nation,2021-07-07,40_44,4124284.0,2040044.0,35430.0,3060415.0,2487.0,2040044.0,35430.0,74.2,49.5,49.5
E92000001,England,nation,2021-07-07,45_49,3999143.0,2577898.0,31684.0,3217401.0,1738.0,2577898.0,31684.0,80.5,64.5,64.5
E92000001,England,nation,2021-07-07,50_54,4225573.0,3411851.0,3317.0,3615505.0,951.0,3411851.0,3317.0,85.6,80.7,80.7
E92000001,England,nation,2021-07-07,55_59,4076715.0,3429589.0,2180.0,3595479.0,658.0,3429589.0,2180.0,88.2,84.1,84.1
E92000001,England,nation,2021-07-07,60_64,3450161.0,2999944.0,1213.0,3111106.0,396.0,2999944.0,1213.0,90.2,87.0,87.0
E92000001,England,nation,2021-07-07,65_69,2890078.0,2606144.0,661.0,2663637.0,195.0,2606144.0,661.0,92.2,90.2,90.2
E92000001,England,nation,2021-07-07,70_74,2871389.0,2670497.0,321.0,2710539.0,125.0,2670497.0,321.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-07,75_79,2076982.0,1954238.0,254.0,1981697.0,66.0,1954238.0,254.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-07,80_84,1436398.0,1345056.0,173.0,1371938.0,47.0,1345056.0,173.0,95.5,93.6,93.6
E92000001,England,nation,2021-07-07,85_89,867619.0,809983.0,134.0,828755.0,28.0,809983.0,134.0,95.5,93.4,93.4
E92000001,England,nation,2021-07-07,90+,485460.0,443977.0,94.0,456129.0,14.0,443977.0,94.0,94.0,91.5,91.5
E92000001,England,nation,2021-07-06,18_24,5239106.0,811994.0,3731.0,2764142.0,36781.0,811994.0,3731.0,52.8,15.5,15.5
E92000001,England,nation,2021-07-06,25_29,4445676.0,855714.0,4308.0,2489631.0,11856.0,855714.0,4308.0,56.0,19.2,19.2
E92000001,England,nation,2021-07-06,30_34,4750601.0,1110447.0,8226.0,2900593.0,6636.0,1110447.0,8226.0,61.1,23.4,23.4
E92000001,England,nation,2021-07-06,35_39,4509821.0,1341699.0,15196.0,3025948.0,4382.0,1341699.0,15196.0,67.1,29.8,29.8
E92000001,England,nation,2021-07-06,40_44,4124284.0,2004614.0,34635.0,3057928.0,2158.0,2004614.0,34635.0,74.1,48.6,48.6
E92000001,England,nation,2021-07-06,45_49,3999143.0,2546214.0,32253.0,3215663.0,1533.0,2546214.0,32253.0,80.4,63.7,63.7
E92000001,England,nation,2021-07-06,50_54,4225573.0,3408534.0,3097.0,3614554.0,835.0,3408534.0,3097.0,85.5,80.7,80.7
E92000001,England,nation,2021-07-06,55_59,4076715.0,3427409.0,2026.0,3594821.0,571.0,3427409.0,2026.0,88.2,84.1,84.1
E92000001,England,nation,2021-07-06,60_64,3450161.0,2998731.0,1129.0,3110710.0,339.0,2998731.0,1129.0,90.2,86.9,86.9
E92000001,England,nation,2021-07-06,65_69,2890078.0,2605483.0,581.0,2663442.0,181.0,2605483.0,581.0,92.2,90.2,90.2
E92000001,England,nation,2021-07-06,70_74,2871389.0,2670176.0,309.0,2710414.0,92.0,2670176.0,309.0,94.4,93.0,93.0
E92000001,England,nation,2021-07-06,75_79,2076982.0,1953984.0,194.0,1981631.0,51.0,1953984.0,194.0,95.4,94.1,94.1
E92000001,England,nation,2021-07-06,80_84,1436398.0,1344883.0,108.0,1371891.0,36.0,1344883.0,108.0,95.5,93.6,93.6
E92000001,England,nation,2021-07-06,85_89,867619.0,809849.0,78.0,828727.0,18.0,809849.0,78.0,95.5,93.3,93.3
E92000001,England,nation,2021-07-06,90+,485460.0,443883.0,58.0,456115.0,14.0,443883.0,58.0,94.0,91.4,91.4
E92000001,England,nation,2021-07-05,18_24,5239106.0,808263.0,2523.0,2727361.0,31906.0,808263.0,2523.0,52.1,15.4,15.4
